App Title,Type,Tags,sm Image,lg Image,Link,Pros,Cons,Featured
Coin App,Crypto,"lightly active, crypto",coin_sm.png,coin_lg.png,https://coin.onelink.me/ePJg/v4njlkf1,"easy, mostly passive, referral bonus",must keep app open,yes
